row_number,mth,Dint,age,female,male,Dtol,div,Dkli,Dmco,Dmco1,Dmco2,Dmco3,cov,TI,QI,MCI,GIS
"1,406",2021-05,0,97,4,3,0,3,0,0,0,0,0,5279,,,,
"1,407",2021-05,0,98,0,1,0,1,0,0,0,0,0,5279,,,,
"1,408",2021-05,0,99,0,1,0,4,0,0,0,0,0,5279,,,,
"1,409",2021-05,0,101,3,0,0,3,0,0,0,0,0,5279,,,,
"1,410",2021-06,0,18,19,60,0,14,0,1,0,0,1,5987,,,,
"1,411",2021-06,0,19,136,320,1,15,0,1,0,0,1,5987,,,,
"1,412",2021-06,0,20,217,614,0,15,0,1,0,0,1,5987,,,,
"1,413",2021-06,0,21,359,"1,052",1,16,0,1,0,0,1,5987,,,,
"1,414",2021-06,0,22,445,"1,476",0,16,0,1,0,0,1,5987,,,,
"1,415",2021-06,0,23,615,"1,826",0,16,0,1,0,0,1,5987,,,,
"1,416",2021-06,0,24,963,"2,701",0,16,0,1,0,0,1,5987,,,,
"1,417",2021-06,0,25,"1,237","3,506",0,18,0,1,0,0,1,5987,,,,
"1,418",2021-06,0,26,"1,432","4,025",0,18,0,1,0,0,1,5987,,,,
"1,419",2021-06,0,27,"1,761","4,688",0,17,0,1,0,0,1,5987,,,,
"1,420",2021-06,0,28,"1,929","5,060",0,18,0,1,0,0,1,5987,,,,
"1,421",2021-06,0,29,"2,076","5,288",0,16,0,1,0,0,1,5987,,,,
"1,422",2021-06,1,30,"2,169","5,654",0,18,0,1,0,0,1,5987,,,,
"1,423",2021-06,1,31,"2,283","6,064",0,17,0,1,0,0,1,5987,,,,
"1,424",2021-06,1,32,"2,184","5,470",0,17,0,1,0,0,1,5987,,,,
"1,425",2021-06,1,33,"2,776","6,845",0,16,0,1,0,0,1,5987,,,,
"1,426",2021-06,1,34,"2,374","5,902",0,18,0,1,0,0,1,5987,,,,
"1,427",2021-06,1,35,"2,448","5,976",0,17,0,1,0,0,1,5987,,,,
"1,428",2021-06,1,36,"2,816","6,214",0,17,0,1,0,0,1,5987,,,,
"1,429",2021-06,1,37,"2,649","6,111",0,19,0,1,0,0,1,5987,,,,
"1,430",2021-06,1,38,"2,759","5,515",0,18,0,1,0,0,1,5987,,,,
"1,431",2021-06,1,39,"2,649","5,656",0,17,0,1,0,0,1,5987,,,,
"1,432",2021-06,1,40,"2,754","5,592",0,17,0,1,0,0,1,5987,,,,
"1,433",2021-06,1,41,"2,709","5,258",0,17,0,1,0,0,1,5987,,,,
"1,434",2021-06,1,42,"2,650","4,948",0,17,0,1,0,0,1,5987,,,,
"1,435",2021-06,1,43,"2,696","4,852",0,18,0,1,0,0,1,5987,,,,
"1,436",2021-06,1,44,"2,556","4,619",0,16,0,1,0,0,1,5987,,,,
"1,437",2021-06,1,45,"2,770","4,955",0,16,0,1,0,0,1,5987,,,,
"1,438",2021-06,1,46,"2,565","4,440",0,16,0,1,0,0,1,5987,,,,
"1,439",2021-06,1,47,"2,625","4,398",0,17,0,1,0,0,1,5987,,,,
"1,440",2021-06,1,48,"2,547","4,415",0,18,0,1,0,0,1,5987,,,,
"1,441",2021-06,1,49,"2,609","4,223",0,17,0,1,0,0,1,5987,,,,
"1,442",2021-06,1,50,"2,594","4,298",0,19,0,1,0,0,1,5987,,,,
"1,443",2021-06,1,51,"2,252","4,079",0,17,0,1,0,0,1,5987,,,,
"1,444",2021-06,1,52,"2,226","3,591",0,18,0,1,0,0,1,5987,,,,
"1,445",2021-06,1,53,"2,109","3,552",0,16,0,1,0,0,1,5987,,,,
"1,446",2021-06,0,54,"2,096","3,315",0,17,0,1,0,0,1,5987,,,,
"1,447",2021-06,1,55,"2,024","3,529",0,18,0,1,0,0,1,5987,,,,
"1,448",2021-06,1,56,"1,980","3,629",0,17,0,1,0,0,1,5987,,,,
"1,449",2021-06,1,57,"2,009","3,447",0,17,0,1,0,0,1,5987,,,,
"1,450",2021-06,0,58,"1,775","3,290",0,16,0,1,0,0,1,5987,,,,
"1,451",2021-06,0,59,"1,829","3,125",0,18,0,1,0,0,1,5987,,,,
"1,452",2021-06,0,60,"1,772","2,949",0,16,0,1,0,0,1,5987,,,,
"1,453",2021-06,0,61,"1,602","2,829",0,18,0,1,0,0,1,5987,,,,
"1,454",2021-06,0,62,"1,487","2,644",0,16,0,1,0,0,1,5987,,,,
"1,455",2021-06,0,63,"1,385","2,401",0,15,0,1,0,0,1,5987,,,,
"1,456",2021-06,0,64,"1,336","2,279",0,17,0,1,0,0,1,5987,,,,
"1,457",2021-06,0,65,"1,225","2,294",0,18,0,1,0,0,1,5987,,,,
"1,458",2021-06,0,66,"1,103","2,073",0,16,0,1,0,0,1,5987,,,,
"1,459",2021-06,0,67,985,"1,886",0,16,0,1,0,0,1,5987,,,,
"1,460",2021-06,0,68,978,"1,740",0,16,0,1,0,0,1,5987,,,,
"1,461",2021-06,0,69,834,"1,622",0,18,0,1,0,0,1,5987,,,,
"1,462",2021-06,0,70,710,"1,381",0,14,0,1,0,0,1,5987,,,,
"1,463",2021-06,0,71,677,"1,314",0,17,0,1,0,0,1,5987,,,,
"1,464",2021-06,0,72,617,"1,265",0,16,0,1,0,0,1,5987,,,,
"1,465",2021-06,0,73,580,"1,147",0,16,0,1,0,0,1,5987,,,,
"1,466",2021-06,0,74,530,"1,029",0,17,0,1,0,0,1,5987,,,,
"1,467",2021-06,0,75,502,869,0,14,0,1,0,0,1,5987,,,,
"1,468",2021-06,0,76,274,560,0,14,0,1,0,0,1,5987,,,,
"1,469",2021-06,0,77,319,557,0,13,0,1,0,0,1,5987,,,,
"1,470",2021-06,0,78,266,611,0,13,0,1,0,0,1,5987,,,,
"1,471",2021-06,0,79,246,427,0,14,0,1,0,0,1,5987,,,,
"1,472",2021-06,0,80,214,426,0,15,0,1,0,0,1,5987,,,,
"1,473",2021-06,0,81,186,328,0,13,0,1,0,0,1,5987,,,,
"1,474",2021-06,0,82,122,361,0,13,0,1,0,0,1,5987,,,,
"1,475",2021-06,0,83,114,238,0,14,0,1,0,0,1,5987,,,,
"1,476",2021-06,0,84,82,164,0,13,0,1,0,0,1,5987,,,,
"1,477",2021-06,0,85,60,123,0,13,0,1,0,0,1,5987,,,,
"1,478",2021-06,0,86,67,91,0,14,0,1,0,0,1,5987,,,,
"1,479",2021-06,0,87,46,80,0,13,0,1,0,0,1,5987,,,,
"1,480",2021-06,0,88,32,48,0,13,0,1,0,0,1,5987,,,,
"1,481",2021-06,0,89,12,32,0,13,0,1,0,0,1,5987,,,,
"1,482",2021-06,0,90,12,28,0,12,0,1,0,0,1,5987,,,,
"1,483",2021-06,0,91,13,22,0,12,0,1,0,0,1,5987,,,,
"1,484",2021-06,0,92,6,14,0,13,0,1,0,0,1,5987,,,,
"1,485",2021-06,0,93,8,9,0,11,0,1,0,0,1,5987,,,,
"1,486",2021-06,0,94,4,3,0,8,0,1,0,0,1,5987,,,,
"1,487",2021-06,0,95,2,1,0,8,0,1,0,0,1,5987,,,,
"1,488",2021-06,0,96,1,2,0,3,0,1,0,0,1,5987,,,,
"1,489",2021-06,0,97,3,2,0,5,0,1,0,0,1,5987,,,,
"1,490",2021-06,0,98,1,1,0,2,0,1,0,0,1,5987,,,,
"1,491",2021-06,0,99,0,1,0,4,0,1,0,0,1,5987,,,,
"1,492",2021-06,0,101,2,0,0,2,0,1,0,0,1,5987,,,,
"1,493",2021-07,0,18,27,68,0,13,0,1,0,0,1,11655,,,,
"1,494",2021-07,0,19,137,322,0,14,0,1,0,0,1,11655,,,,
"1,495",2021-07,0,20,223,578,0,15,0,1,0,0,1,11655,,,,
"1,496",2021-07,0,21,347,"1,010",0,16,0,1,0,0,1,11655,,,,
"1,497",2021-07,0,22,419,"1,289",0,15,0,1,0,0,1,11655,,,,
"1,498",2021-07,0,23,556,"1,628",0,16,0,1,0,0,1,11655,,,,
"1,499",2021-07,0,24,886,"2,448",0,16,0,1,0,0,1,11655,,,,
"1,500",2021-07,0,25,"1,148","3,199",0,16,0,1,0,0,1,11655,,,,
"1,501",2021-07,0,26,"1,319","3,522",0,15,0,1,0,0,1,11655,,,,
"1,502",2021-07,0,27,"1,642","4,149",0,16,0,1,0,0,1,11655,,,,
"1,503",2021-07,0,28,"1,755","4,491",0,18,0,1,0,0,1,11655,,,,
"1,504",2021-07,0,29,"1,790","4,707",0,16,0,1,0,0,1,11655,,,,
"1,505",2021-07,1,30,"1,957","5,155",0,17,0,1,0,0,1,11655,,,,
"1,506",2021-07,1,31,"2,057","5,453",0,15,0,1,0,0,1,11655,,,,
"1,507",2021-07,1,32,"1,936","4,852",0,18,0,1,0,0,1,11655,,,,
"1,508",2021-07,1,33,"2,495","6,076",0,15,0,1,0,0,1,11655,,,,
"1,509",2021-07,1,34,"2,139","5,307",0,17,0,1,0,0,1,11655,,,,
"1,510",2021-07,1,35,"2,180","5,298",0,16,0,1,0,0,1,11655,,,,
"1,511",2021-07,1,36,"2,547","5,586",0,17,0,1,0,0,1,11655,,,,
"1,512",2021-07,1,37,"2,413","5,414",0,17,0,1,0,0,1,11655,,,,
"1,513",2021-07,1,38,"2,469","4,951",0,18,0,1,0,0,1,11655,,,,
"1,514",2021-07,1,39,"2,392","5,049",0,18,0,1,0,0,1,11655,,,,
"1,515",2021-07,1,40,"2,504","5,060",0,17,0,1,0,0,1,11655,,,,
"1,516",2021-07,1,41,"2,347","4,782",0,17,0,1,0,0,1,11655,,,,
"1,517",2021-07,1,42,"2,389","4,469",0,18,0,1,0,0,1,11655,,,,
"1,518",2021-07,1,43,"2,421","4,298",0,17,0,1,0,0,1,11655,,,,
"1,519",2021-07,1,44,"2,201","4,142",0,16,0,1,0,0,1,11655,,,,
"1,520",2021-07,1,45,"2,551","4,435",0,17,0,1,0,0,1,11655,,,,
"1,521",2021-07,1,46,"2,355","4,064",0,17,0,1,0,0,1,11655,,,,
"1,522",2021-07,1,47,"2,304","3,962",0,15,0,1,0,0,1,11655,,,,
"1,523",2021-07,1,48,"2,296","3,941",0,17,0,1,0,0,1,11655,,,,
"1,524",2021-07,1,49,"2,337","3,794",0,19,0,1,0,0,1,11655,,,,
"1,525",2021-07,1,50,"2,321","4,005",0,19,0,1,0,0,1,11655,,,,
"1,526",2021-07,1,51,"2,088","3,689",0,16,0,1,0,0,1,11655,,,,
"1,527",2021-07,1,52,"1,964","3,294",0,19,0,1,0,0,1,11655,,,,
"1,528",2021-07,1,53,"1,848","3,136",0,18,0,1,0,0,1,11655,,,,
"1,529",2021-07,0,54,"1,849","3,025",0,17,0,1,0,0,1,11655,,,,
"1,530",2021-07,1,55,"1,805","3,199",0,18,0,1,0,0,1,11655,,,,
"1,531",2021-07,1,56,"1,821","3,269",0,17,0,1,0,0,1,11655,,,,
"1,532",2021-07,1,57,"1,807","3,033",0,17,0,1,0,0,1,11655,,,,
"1,533",2021-07,0,58,"1,604","2,969",0,16,0,1,0,0,1,11655,,,,
"1,534",2021-07,0,59,"1,630","2,781",0,18,0,1,0,0,1,11655,,,,
"1,535",2021-07,0,60,"1,613","2,693",0,17,0,1,0,0,1,11655,,,,
"1,536",2021-07,0,61,"1,428","2,510",0,17,0,1,0,0,1,11655,,,,
"1,537",2021-07,0,62,"1,254","2,378",0,18,0,1,0,0,1,11655,,,,
"1,538",2021-07,0,63,"1,234","2,206",0,17,0,1,0,0,1,11655,,,,
"1,539",2021-07,0,64,"1,146","2,067",0,16,0,1,0,0,1,11655,,,,
"1,540",2021-07,0,65,"1,104","2,036",0,16,0,1,0,0,1,11655,,,,
"1,541",2021-07,0,66,"1,002","1,857",0,17,0,1,0,0,1,11655,,,,
"1,542",2021-07,0,67,929,"1,714",0,17,0,1,0,0,1,11655,,,,
"1,543",2021-07,0,68,898,"1,626",0,15,0,1,0,0,1,11655,,,,
"1,544",2021-07,0,69,790,"1,480",0,17,0,1,0,0,1,11655,,,,
"1,545",2021-07,0,70,633,"1,242",0,16,0,1,0,0,1,11655,,,,
"1,546",2021-07,0,71,608,"1,152",0,15,0,1,0,0,1,11655,,,,
"1,547",2021-07,0,72,572,"1,168",0,16,0,1,0,0,1,11655,,,,
"1,548",2021-07,0,73,519,"1,035",0,15,0,1,0,0,1,11655,,,,
"1,549",2021-07,0,74,482,955,0,15,0,1,0,0,1,11655,,,,
"1,550",2021-07,0,75,444,802,0,16,0,1,0,0,1,11655,,,,
"1,551",2021-07,0,76,231,526,0,16,0,1,0,0,1,11655,,,,
"1,552",2021-07,0,77,303,509,0,16,0,1,0,0,1,11655,,,,
"1,553",2021-07,0,78,243,560,0,14,0,1,0,0,1,11655,,,,
"1,554",2021-07,0,79,217,366,0,15,0,1,0,0,1,11655,,,,
"1,555",2021-07,0,80,183,412,0,14,0,1,0,0,1,11655,,,,
"1,556",2021-07,0,81,148,305,0,13,0,1,0,0,1,11655,,,,
"1,557",2021-07,0,82,125,326,0,14,0,1,0,0,1,11655,,,,
"1,558",2021-07,0,83,97,219,0,14,0,1,0,0,1,11655,,,,
"1,559",2021-07,0,84,76,155,0,13,0,1,0,0,1,11655,,,,
"1,560",2021-07,0,85,66,93,1,14,0,1,0,0,1,11655,,,,
"1,561",2021-07,0,86,53,87,0,15,0,1,0,0,1,11655,,,,
"1,562",2021-07,0,87,37,63,0,14,0,1,0,0,1,11655,,,,
"1,563",2021-07,0,88,33,50,0,12,0,1,0,0,1,11655,,,,
"1,564",2021-07,0,89,14,29,0,12,0,1,0,0,1,11655,,,,
"1,565",2021-07,0,90,16,25,0,12,0,1,0,0,1,11655,,,,
"1,566",2021-07,0,91,15,22,0,12,0,1,0,0,1,11655,,,,
"1,567",2021-07,0,92,7,14,0,13,0,1,0,0,1,11655,,,,
"1,568",2021-07,0,93,5,10,0,10,0,1,0,0,1,11655,,,,
"1,569",2021-07,0,94,2,2,0,5,0,1,0,0,1,11655,,,,
"1,570",2021-07,0,95,3,0,0,7,0,1,0,0,1,11655,,,,
"1,571",2021-07,0,96,1,1,0,2,0,1,0,0,1,11655,,,,
"1,572",2021-07,0,97,2,1,0,3,0,1,0,0,1,11655,,,,
"1,573",2021-07,0,98,0,1,0,1,0,1,0,0,1,11655,,,,
"1,574",2021-07,0,99,0,1,0,6,0,1,0,0,1,11655,,,,
"1,575",2021-07,0,101,2,0,0,2,0,1,0,0,1,11655,,,,
